event_id,session_id,student_id,timestamp,status,section_id,timetable_id,room_id,date,week_number,opened_by_staff_id,start_time,end_time,course_code,staff_id,semester,capacity,course_name,credit_hours,department,name,email,year_level,department_stu
EVT0000439,SESS00013,STU00062,2026-09-22 11:08:00,present,ATT-S001,TT0002,R02,2026-09-22,3,STF010,11:00,12:30,ATT-C01,STF010,Fall 2026,35,Intro to Programming,3,Information Systems,Basel Fouad,student62@bua.edu.eg,2,AI Engineering
EVT0000440,SESS00013,STU00065,2026-09-22 11:12:00,present,ATT-S001,TT0002,R02,2026-09-22,3,STF010,11:00,12:30,ATT-C01,STF010,Fall 2026,35,Intro to Programming,3,Information Systems,Ahmed Fouad,student65@bua.edu.eg,2,Information Systems
EVT0000441,SESS00013,STU00078,2026-09-22 10:57:00,present,ATT-S001,TT0002,R02,2026-09-22,3,STF010,11:00,12:30,ATT-C01,STF010,Fall 2026,35,Intro to Programming,3,Information Systems,Verina Attia,student78@bua.edu.eg,4,Information Systems
EVT0000442,SESS00013,STU00080,,absent,ATT-S001,TT0002,R02,2026-09-22,3,STF010,11:00,12:30,ATT-C01,STF010,Fall 2026,35,Intro to Programming,3,Information Systems,Fady Samir,student80@bua.edu.eg,1,Computer Science
EVT0000443,SESS00013,STU00082,2026-09-22 11:11:00,present,ATT-S001,TT0002,R02,2026-09-22,3,STF010,11:00,12:30,ATT-C01,STF010,Fall 2026,35,Intro to Programming,3,Information Systems,Basel Fahmy,student82@bua.edu.eg,3,Data Science
EVT0000444,SESS00013,STU00084,2026-09-22 11:08:00,present,ATT-S001,TT0002,R02,2026-09-22,3,STF010,11:00,12:30,ATT-C01,STF010,Fall 2026,35,Intro to Programming,3,Information Systems,Sara Nasser,student84@bua.edu.eg,2,AI Engineering
EVT0000445,SESS00013,STU00086,,absent,ATT-S001,TT0002,R02,2026-09-22,3,STF010,11:00,12:30,ATT-C01,STF010,Fall 2026,35,Intro to Programming,3,Information Systems,Bishoy Ghaly,student86@bua.edu.eg,2,Computer Science
EVT0000446,SESS00013,STU00097,2026-09-22 11:10:00,present,ATT-S001,TT0002,R02,2026-09-22,3,STF010,11:00,12:30,ATT-C01,STF010,Fall 2026,35,Intro to Programming,3,Information Systems,Karim Gerges,student97@bua.edu.eg,4,AI Engineering
EVT0000447,SESS00013,STU00099,2026-09-22 11:20:00,late,ATT-S001,TT0002,R02,2026-09-22,3,STF010,11:00,12:30,ATT-C01,STF010,Fall 2026,35,Intro to Programming,3,Information Systems,Sara Anwar,student99@bua.edu.eg,4,Information Systems
EVT0000448,SESS00013,STU00103,2026-09-22 11:06:00,present,ATT-S001,TT0002,R02,2026-09-22,3,STF010,11:00,12:30,ATT-C01,STF010,Fall 2026,35,Intro to Programming,3,Information Systems,Rana Attia,student103@bua.edu.eg,1,AI Engineering
EVT0000449,SESS00013,STU00104,2026-09-22 11:01:00,present,ATT-S001,TT0002,R02,2026-09-22,3,STF010,11:00,12:30,ATT-C01,STF010,Fall 2026,35,Intro to Programming,3,Information Systems,Sara Fouad,student104@bua.edu.eg,4,Computer Science
EVT0000450,SESS00013,STU00105,2026-09-22 11:12:00,present,ATT-S001,TT0002,R02,2026-09-22,3,STF010,11:00,12:30,ATT-C01,STF010,Fall 2026,35,Intro to Programming,3,Information Systems,Basel Rizk,student105@bua.edu.eg,2,AI Engineering
EVT0000451,SESS00013,STU00106,2026-09-22 10:58:00,present,ATT-S001,TT0002,R02,2026-09-22,3,STF010,11:00,12:30,ATT-C01,STF010,Fall 2026,35,Intro to Programming,3,Information Systems,Kirollos Fathy,student106@bua.edu.eg,2,Data Science
EVT0000452,SESS00013,STU00108,2026-09-22 11:11:00,present,ATT-S001,TT0002,R02,2026-09-22,3,STF010,11:00,12:30,ATT-C01,STF010,Fall 2026,35,Intro to Programming,3,Information Systems,Youssef Refaat,student108@bua.edu.eg,1,Computer Science
EVT0000453,SESS00013,STU00110,2026-09-22 11:02:00,present,ATT-S001,TT0002,R02,2026-09-22,3,STF010,11:00,12:30,ATT-C01,STF010,Fall 2026,35,Intro to Programming,3,Information Systems,Yara Fouad,student110@bua.edu.eg,1,Information Systems
EVT0000454,SESS00013,STU00112,2026-09-22 10:57:00,present,ATT-S001,TT0002,R02,2026-09-22,3,STF010,11:00,12:30,ATT-C01,STF010,Fall 2026,35,Intro to Programming,3,Information Systems,Ahmed Sobhy,student112@bua.edu.eg,2,Computer Science
EVT0000455,SESS00013,STU00113,,absent,ATT-S001,TT0002,R02,2026-09-22,3,STF010,11:00,12:30,ATT-C01,STF010,Fall 2026,35,Intro to Programming,3,Information Systems,Bishoy Sobhy,student113@bua.edu.eg,4,Information Systems
EVT0000456,SESS00014,STU00006,,rejected_expired,ATT-S001,TT0002,R02,2026-09-29,4,STF010,11:00,12:30,ATT-C01,STF010,Fall 2026,35,Intro to Programming,3,Information Systems,Kirollos Samir,student6@bua.edu.eg,2,Data Science
EVT0000457,SESS00014,STU00009,,absent,ATT-S001,TT0002,R02,2026-09-29,4,STF010,11:00,12:30,ATT-C01,STF010,Fall 2026,35,Intro to Programming,3,Information Systems,Mostafa Attia,student9@bua.edu.eg,1,Data Science
EVT0000458,SESS00014,STU00011,,rejected_expired,ATT-S001,TT0002,R02,2026-09-29,4,STF010,11:00,12:30,ATT-C01,STF010,Fall 2026,35,Intro to Programming,3,Information Systems,Mostafa Ghaly,student11@bua.edu.eg,1,Data Science
EVT0000459,SESS00014,STU00018,2026-09-29 11:08:00,present,ATT-S001,TT0002,R02,2026-09-29,4,STF010,11:00,12:30,ATT-C01,STF010,Fall 2026,35,Intro to Programming,3,Information Systems,Hassan Ibrahim,student18@bua.edu.eg,2,AI Engineering
EVT0000460,SESS00014,STU00020,2026-09-29 11:08:00,present,ATT-S001,TT0002,R02,2026-09-29,4,STF010,11:00,12:30,ATT-C01,STF010,Fall 2026,35,Intro to Programming,3,Information Systems,Yara Attia,student20@bua.edu.eg,1,Computer Science
EVT0000461,SESS00014,STU00023,2026-09-29 11:02:00,present,ATT-S001,TT0002,R02,2026-09-29,4,STF010,11:00,12:30,ATT-C01,STF010,Fall 2026,35,Intro to Programming,3,Information Systems,Malak Fathy,student23@bua.edu.eg,3,AI Engineering
EVT0000462,SESS00014,STU00024,2026-09-29 11:06:00,present,ATT-S001,TT0002,R02,2026-09-29,4,STF010,11:00,12:30,ATT-C01,STF010,Fall 2026,35,Intro to Programming,3,Information Systems,Nada Gerges,student24@bua.edu.eg,3,Data Science
EVT0000463,SESS00014,STU00026,2026-09-29 11:04:00,present,ATT-S001,TT0002,R02,2026-09-29,4,STF010,11:00,12:30,ATT-C01,STF010,Fall 2026,35,Intro to Programming,3,Information Systems,Ahmed Ghaly,student26@bua.edu.eg,3,Information Systems
EVT0000464,SESS00014,STU00029,2026-09-29 10:59:00,present,ATT-S001,TT0002,R02,2026-09-29,4,STF010,11:00,12:30,ATT-C01,STF010,Fall 2026,35,Intro to Programming,3,Information Systems,George Nasser,student29@bua.edu.eg,3,Computer Science
EVT0000465,SESS00014,STU00030,2026-09-29 10:57:00,present,ATT-S001,TT0002,R02,2026-09-29,4,STF010,11:00,12:30,ATT-C01,STF010,Fall 2026,35,Intro to Programming,3,Information Systems,Hana Rizk,student30@bua.edu.eg,1,AI Engineering
EVT0000466,SESS00014,STU00042,2026-09-29 10:59:00,present,ATT-S001,TT0002,R02,2026-09-29,4,STF010,11:00,12:30,ATT-C01,STF010,Fall 2026,35,Intro to Programming,3,Information Systems,Basel Ibrahim,student42@bua.edu.eg,4,AI Engineering
EVT0000467,SESS00014,STU00047,2026-09-29 11:04:00,present,ATT-S001,TT0002,R02,2026-09-29,4,STF010,11:00,12:30,ATT-C01,STF010,Fall 2026,35,Intro to Programming,3,Information Systems,Nour Anwar,student47@bua.edu.eg,1,Information Systems
EVT0000468,SESS00014,STU00049,2026-09-29 11:11:00,present,ATT-S001,TT0002,R02,2026-09-29,4,STF010,11:00,12:30,ATT-C01,STF010,Fall 2026,35,Intro to Programming,3,Information Systems,Nour Rizk,student49@bua.edu.eg,3,Information Systems
EVT0000469,SESS00014,STU00050,2026-09-29 11:07:00,present,ATT-S001,TT0002,R02,2026-09-29,4,STF010,11:00,12:30,ATT-C01,STF010,Fall 2026,35,Intro to Programming,3,Information Systems,George Ghaly,student50@bua.edu.eg,4,Data Science
EVT0000470,SESS00014,STU00053,,rejected_duplicate,ATT-S001,TT0002,R02,2026-09-29,4,STF010,11:00,12:30,ATT-C01,STF010,Fall 2026,35,Intro to Programming,3,Information Systems,Dina Hanna,student53@bua.edu.eg,3,AI Engineering
EVT0000471,SESS00014,STU00057,2026-09-29 11:01:00,present,ATT-S001,TT0002,R02,2026-09-29,4,STF010,11:00,12:30,ATT-C01,STF010,Fall 2026,35,Intro to Programming,3,Information Systems,Hana Fathy,student57@bua.edu.eg,4,Data Science
EVT0000472,SESS00014,STU00058,2026-09-29 11:04:00,present,ATT-S001,TT0002,R02,2026-09-29,4,STF010,11:00,12:30,ATT-C01,STF010,Fall 2026,35,Intro to Programming,3,Information Systems,Farida Wahba,student58@bua.edu.eg,3,AI Engineering
EVT0000473,SESS00014,STU00060,2026-09-29 11:00:00,present,ATT-S001,TT0002,R02,2026-09-29,4,STF010,11:00,12:30,ATT-C01,STF010,Fall 2026,35,Intro to Programming,3,Information Systems,Salma Kamel,student60@bua.edu.eg,3,Computer Science
EVT0000474,SESS00014,STU00062,2026-09-29 11:08:00,present,ATT-S001,TT0002,R02,2026-09-29,4,STF010,11:00,12:30,ATT-C01,STF010,Fall 2026,35,Intro to Programming,3,Information Systems,Basel Fouad,student62@bua.edu.eg,2,AI Engineering
EVT0000475,SESS00014,STU00065,2026-09-29 11:01:00,present,ATT-S001,TT0002,R02,2026-09-29,4,STF010,11:00,12:30,ATT-C01,STF010,Fall 2026,35,Intro to Programming,3,Information Systems,Ahmed Fouad,student65@bua.edu.eg,2,Information Systems
EVT0000476,SESS00014,STU00078,2026-09-29 11:01:00,present,ATT-S001,TT0002,R02,2026-09-29,4,STF010,11:00,12:30,ATT-C01,STF010,Fall 2026,35,Intro to Programming,3,Information Systems,Verina Attia,student78@bua.edu.eg,4,Information Systems
EVT0000477,SESS00014,STU00080,,absent,ATT-S001,TT0002,R02,2026-09-29,4,STF010,11:00,12:30,ATT-C01,STF010,Fall 2026,35,Intro to Programming,3,Information Systems,Fady Samir,student80@bua.edu.eg,1,Computer Science
EVT0000478,SESS00014,STU00082,2026-09-29 10:57:00,present,ATT-S001,TT0002,R02,2026-09-29,4,STF010,11:00,12:30,ATT-C01,STF010,Fall 2026,35,Intro to Programming,3,Information Systems,Basel Fahmy,student82@bua.edu.eg,3,Data Science
EVT0000479,SESS00014,STU00084,2026-09-29 11:02:00,present,ATT-S001,TT0002,R02,2026-09-29,4,STF010,11:00,12:30,ATT-C01,STF010,Fall 2026,35,Intro to Programming,3,Information Systems,Sara Nasser,student84@bua.edu.eg,2,AI Engineering
EVT0000480,SESS00014,STU00086,2026-09-29 11:03:00,present,ATT-S001,TT0002,R02,2026-09-29,4,STF010,11:00,12:30,ATT-C01,STF010,Fall 2026,35,Intro to Programming,3,Information Systems,Bishoy Ghaly,student86@bua.edu.eg,2,Computer Science
EVT0000481,SESS00014,STU00097,2026-09-29 11:01:00,present,ATT-S001,TT0002,R02,2026-09-29,4,STF010,11:00,12:30,ATT-C01,STF010,Fall 2026,35,Intro to Programming,3,Information Systems,Karim Gerges,student97@bua.edu.eg,4,AI Engineering
EVT0000482,SESS00014,STU00099,,absent,ATT-S001,TT0002,R02,2026-09-29,4,STF010,11:00,12:30,ATT-C01,STF010,Fall 2026,35,Intro to Programming,3,Information Systems,Sara Anwar,student99@bua.edu.eg,4,Information Systems
EVT0000483,SESS00014,STU00103,2026-09-29 11:03:00,present,ATT-S001,TT0002,R02,2026-09-29,4,STF010,11:00,12:30,ATT-C01,STF010,Fall 2026,35,Intro to Programming,3,Information Systems,Rana Attia,student103@bua.edu.eg,1,AI Engineering
EVT0000484,SESS00014,STU00104,2026-09-29 11:00:00,present,ATT-S001,TT0002,R02,2026-09-29,4,STF010,11:00,12:30,ATT-C01,STF010,Fall 2026,35,Intro to Programming,3,Information Systems,Sara Fouad,student104@bua.edu.eg,4,Computer Science
EVT0000485,SESS00014,STU00105,2026-09-29 11:00:00,present,ATT-S001,TT0002,R02,2026-09-29,4,STF010,11:00,12:30,ATT-C01,STF010,Fall 2026,35,Intro to Programming,3,Information Systems,Basel Rizk,student105@bua.edu.eg,2,AI Engineering
EVT0000486,SESS00014,STU00106,2026-09-29 11:09:00,present,ATT-S001,TT0002,R02,2026-09-29,4,STF010,11:00,12:30,ATT-C01,STF010,Fall 2026,35,Intro to Programming,3,Information Systems,Kirollos Fathy,student106@bua.edu.eg,2,Data Science
EVT0000487,SESS00014,STU00108,2026-09-29 11:10:00,present,ATT-S001,TT0002,R02,2026-09-29,4,STF010,11:00,12:30,ATT-C01,STF010,Fall 2026,35,Intro to Programming,3,Information Systems,Youssef Refaat,student108@bua.edu.eg,1,Computer Science
EVT0000488,SESS00014,STU00110,2026-09-29 11:01:00,present,ATT-S001,TT0002,R02,2026-09-29,4,STF010,11:00,12:30,ATT-C01,STF010,Fall 2026,35,Intro to Programming,3,Information Systems,Yara Fouad,student110@bua.edu.eg,1,Information Systems
EVT0000489,SESS00014,STU00112,2026-09-29 10:59:00,present,ATT-S001,TT0002,R02,2026-09-29,4,STF010,11:00,12:30,ATT-C01,STF010,Fall 2026,35,Intro to Programming,3,Information Systems,Ahmed Sobhy,student112@bua.edu.eg,2,Computer Science
EVT0000490,SESS00014,STU00113,2026-09-29 11:06:00,present,ATT-S001,TT0002,R02,2026-09-29,4,STF010,11:00,12:30,ATT-C01,STF010,Fall 2026,35,Intro to Programming,3,Information Systems,Bishoy Sobhy,student113@bua.edu.eg,4,Information Systems
EVT0000491,SESS00015,STU00006,2026-10-06 11:24:00,late,ATT-S001,TT0002,R02,2026-10-06,5,STF010,11:00,12:30,ATT-C01,STF010,Fall 2026,35,Intro to Programming,3,Information Systems,Kirollos Samir,student6@bua.edu.eg,2,Data Science
EVT0000492,SESS00015,STU00009,2026-10-06 11:06:00,present,ATT-S001,TT0002,R02,2026-10-06,5,STF010,11:00,12:30,ATT-C01,STF010,Fall 2026,35,Intro to Programming,3,Information Systems,Mostafa Attia,student9@bua.edu.eg,1,Data Science
EVT0000493,SESS00015,STU00011,2026-10-06 11:03:00,present,ATT-S001,TT0002,R02,2026-10-06,5,STF010,11:00,12:30,ATT-C01,STF010,Fall 2026,35,Intro to Programming,3,Information Systems,Mostafa Ghaly,student11@bua.edu.eg,1,Data Science
EVT0000494,SESS00015,STU00018,2026-10-06 11:06:00,present,ATT-S001,TT0002,R02,2026-10-06,5,STF010,11:00,12:30,ATT-C01,STF010,Fall 2026,35,Intro to Programming,3,Information Systems,Hassan Ibrahim,student18@bua.edu.eg,2,AI Engineering
EVT0000495,SESS00015,STU00020,2026-10-06 11:25:00,late,ATT-S001,TT0002,R02,2026-10-06,5,STF010,11:00,12:30,ATT-C01,STF010,Fall 2026,35,Intro to Programming,3,Information Systems,Yara Attia,student20@bua.edu.eg,1,Computer Science
EVT0000496,SESS00015,STU00023,,rejected_duplicate,ATT-S001,TT0002,R02,2026-10-06,5,STF010,11:00,12:30,ATT-C01,STF010,Fall 2026,35,Intro to Programming,3,Information Systems,Malak Fathy,student23@bua.edu.eg,3,AI Engineering
EVT0000497,SESS00015,STU00024,,absent,ATT-S001,TT0002,R02,2026-10-06,5,STF010,11:00,12:30,ATT-C01,STF010,Fall 2026,35,Intro to Programming,3,Information Systems,Nada Gerges,student24@bua.edu.eg,3,Data Science
EVT0000498,SESS00015,STU00026,2026-10-06 10:59:00,present,ATT-S001,TT0002,R02,2026-10-06,5,STF010,11:00,12:30,ATT-C01,STF010,Fall 2026,35,Intro to Programming,3,Information Systems,Ahmed Ghaly,student26@bua.edu.eg,3,Information Systems
EVT0000499,SESS00015,STU00029,2026-10-06 10:57:00,present,ATT-S001,TT0002,R02,2026-10-06,5,STF010,11:00,12:30,ATT-C01,STF010,Fall 2026,35,Intro to Programming,3,Information Systems,George Nasser,student29@bua.edu.eg,3,Computer Science
EVT0000500,SESS00015,STU00030,,rejected_expired,ATT-S001,TT0002,R02,2026-10-06,5,STF010,11:00,12:30,ATT-C01,STF010,Fall 2026,35,Intro to Programming,3,Information Systems,Hana Rizk,student30@bua.edu.eg,1,AI Engineering
EVT0000501,SESS00015,STU00042,2026-10-06 11:10:00,present,ATT-S001,TT0002,R02,2026-10-06,5,STF010,11:00,12:30,ATT-C01,STF010,Fall 2026,35,Intro to Programming,3,Information Systems,Basel Ibrahim,student42@bua.edu.eg,4,AI Engineering
EVT0000502,SESS00015,STU00047,2026-10-06 11:02:00,present,ATT-S001,TT0002,R02,2026-10-06,5,STF010,11:00,12:30,ATT-C01,STF010,Fall 2026,35,Intro to Programming,3,Information Systems,Nour Anwar,student47@bua.edu.eg,1,Information Systems
EVT0000503,SESS00015,STU00049,,rejected_duplicate,ATT-S001,TT0002,R02,2026-10-06,5,STF010,11:00,12:30,ATT-C01,STF010,Fall 2026,35,Intro to Programming,3,Information Systems,Nour Rizk,student49@bua.edu.eg,3,Information Systems
EVT0000504,SESS00015,STU00050,,absent,ATT-S001,TT0002,R02,2026-10-06,5,STF010,11:00,12:30,ATT-C01,STF010,Fall 2026,35,Intro to Programming,3,Information Systems,George Ghaly,student50@bua.edu.eg,4,Data Science
EVT0000505,SESS00015,STU00053,2026-10-06 11:05:00,present,ATT-S001,TT0002,R02,2026-10-06,5,STF010,11:00,12:30,ATT-C01,STF010,Fall 2026,35,Intro to Programming,3,Information Systems,Dina Hanna,student53@bua.edu.eg,3,AI Engineering
EVT0000506,SESS00015,STU00057,2026-10-06 10:58:00,present,ATT-S001,TT0002,R02,2026-10-06,5,STF010,11:00,12:30,ATT-C01,STF010,Fall 2026,35,Intro to Programming,3,Information Systems,Hana Fathy,student57@bua.edu.eg,4,Data Science
EVT0000507,SESS00015,STU00058,,absent,ATT-S001,TT0002,R02,2026-10-06,5,STF010,11:00,12:30,ATT-C01,STF010,Fall 2026,35,Intro to Programming,3,Information Systems,Farida Wahba,student58@bua.edu.eg,3,AI Engineering
EVT0000508,SESS00015,STU00060,2026-10-06 11:10:00,present,ATT-S001,TT0002,R02,2026-10-06,5,STF010,11:00,12:30,ATT-C01,STF010,Fall 2026,35,Intro to Programming,3,Information Systems,Salma Kamel,student60@bua.edu.eg,3,Computer Science
EVT0000509,SESS00015,STU00062,2026-10-06 11:09:00,present,ATT-S001,TT0002,R02,2026-10-06,5,STF010,11:00,12:30,ATT-C01,STF010,Fall 2026,35,Intro to Programming,3,Information Systems,Basel Fouad,student62@bua.edu.eg,2,AI Engineering
EVT0000510,SESS00015,STU00065,2026-10-06 11:01:00,present,ATT-S001,TT0002,R02,2026-10-06,5,STF010,11:00,12:30,ATT-C01,STF010,Fall 2026,35,Intro to Programming,3,Information Systems,Ahmed Fouad,student65@bua.edu.eg,2,Information Systems
EVT0000511,SESS00015,STU00078,2026-10-06 11:06:00,present,ATT-S001,TT0002,R02,2026-10-06,5,STF010,11:00,12:30,ATT-C01,STF010,Fall 2026,35,Intro to Programming,3,Information Systems,Verina Attia,student78@bua.edu.eg,4,Information Systems
EVT0000512,SESS00015,STU00080,2026-10-06 11:03:00,present,ATT-S001,TT0002,R02,2026-10-06,5,STF010,11:00,12:30,ATT-C01,STF010,Fall 2026,35,Intro to Programming,3,Information Systems,Fady Samir,student80@bua.edu.eg,1,Computer Science
EVT0000513,SESS00015,STU00082,,absent,ATT-S001,TT0002,R02,2026-10-06,5,STF010,11:00,12:30,ATT-C01,STF010,Fall 2026,35,Intro to Programming,3,Information Systems,Basel Fahmy,student82@bua.edu.eg,3,Data Science
EVT0000514,SESS00015,STU00084,2026-10-06 10:59:00,present,ATT-S001,TT0002,R02,2026-10-06,5,STF010,11:00,12:30,ATT-C01,STF010,Fall 2026,35,Intro to Programming,3,Information Systems,Sara Nasser,student84@bua.edu.eg,2,AI Engineering
EVT0000515,SESS00015,STU00086,2026-10-06 11:10:00,present,ATT-S001,TT0002,R02,2026-10-06,5,STF010,11:00,12:30,ATT-C01,STF010,Fall 2026,35,Intro to Programming,3,Information Systems,Bishoy Ghaly,student86@bua.edu.eg,2,Computer Science
EVT0000516,SESS00015,STU00097,2026-10-06 11:04:00,present,ATT-S001,TT0002,R02,2026-10-06,5,STF010,11:00,12:30,ATT-C01,STF010,Fall 2026,35,Intro to Programming,3,Information Systems,Karim Gerges,student97@bua.edu.eg,4,AI Engineering
EVT0000517,SESS00015,STU00099,2026-10-06 10:59:00,present,ATT-S001,TT0002,R02,2026-10-06,5,STF010,11:00,12:30,ATT-C01,STF010,Fall 2026,35,Intro to Programming,3,Information Systems,Sara Anwar,student99@bua.edu.eg,4,Information Systems
EVT0000518,SESS00015,STU00103,,absent,ATT-S001,TT0002,R02,2026-10-06,5,STF010,11:00,12:30,ATT-C01,STF010,Fall 2026,35,Intro to Programming,3,Information Systems,Rana Attia,student103@bua.edu.eg,1,AI Engineering
EVT0000519,SESS00015,STU00104,2026-10-06 10:58:00,present,ATT-S001,TT0002,R02,2026-10-06,5,STF010,11:00,12:30,ATT-C01,STF010,Fall 2026,35,Intro to Programming,3,Information Systems,Sara Fouad,student104@bua.edu.eg,4,Computer Science
EVT0000520,SESS00015,STU00105,2026-10-06 11:02:00,present,ATT-S001,TT0002,R02,2026-10-06,5,STF010,11:00,12:30,ATT-C01,STF010,Fall 2026,35,Intro to Programming,3,Information Systems,Basel Rizk,student105@bua.edu.eg,2,AI Engineering
EVT0000521,SESS00015,STU00106,2026-10-06 11:01:00,present,ATT-S001,TT0002,R02,2026-10-06,5,STF010,11:00,12:30,ATT-C01,STF010,Fall 2026,35,Intro to Programming,3,Information Systems,Kirollos Fathy,student106@bua.edu.eg,2,Data Science
EVT0000522,SESS00015,STU00108,2026-10-06 11:02:00,present,ATT-S001,TT0002,R02,2026-10-06,5,STF010,11:00,12:30,ATT-C01,STF010,Fall 2026,35,Intro to Programming,3,Information Systems,Youssef Refaat,student108@bua.edu.eg,1,Computer Science
EVT0000523,SESS00015,STU00110,2026-10-06 11:08:00,present,ATT-S001,TT0002,R02,2026-10-06,5,STF010,11:00,12:30,ATT-C01,STF010,Fall 2026,35,Intro to Programming,3,Information Systems,Yara Fouad,student110@bua.edu.eg,1,Information Systems
EVT0000524,SESS00015,STU00112,2026-10-06 11:05:00,present,ATT-S001,TT0002,R02,2026-10-06,5,STF010,11:00,12:30,ATT-C01,STF010,Fall 2026,35,Intro to Programming,3,Information Systems,Ahmed Sobhy,student112@bua.edu.eg,2,Computer Science
EVT0000525,SESS00015,STU00113,2026-10-06 11:01:00,present,ATT-S001,TT0002,R02,2026-10-06,5,STF010,11:00,12:30,ATT-C01,STF010,Fall 2026,35,Intro to Programming,3,Information Systems,Bishoy Sobhy,student113@bua.edu.eg,4,Information Systems
EVT0000526,SESS00016,STU00006,2026-10-13 11:05:00,present,ATT-S001,TT0002,R02,2026-10-13,6,STF010,11:00,12:30,ATT-C01,STF010,Fall 2026,35,Intro to Programming,3,Information Systems,Kirollos Samir,student6@bua.edu.eg,2,Data Science
EVT0000527,SESS00016,STU00009,2026-10-13 11:00:00,present,ATT-S001,TT0002,R02,2026-10-13,6,STF010,11:00,12:30,ATT-C01,STF010,Fall 2026,35,Intro to Programming,3,Information Systems,Mostafa Attia,student9@bua.edu.eg,1,Data Science
EVT0000528,SESS00016,STU00011,2026-10-13 11:13:00,late,ATT-S001,TT0002,R02,2026-10-13,6,STF010,11:00,12:30,ATT-C01,STF010,Fall 2026,35,Intro to Programming,3,Information Systems,Mostafa Ghaly,student11@bua.edu.eg,1,Data Science
EVT0000529,SESS00016,STU00018,2026-10-13 11:10:00,present,ATT-S001,TT0002,R02,2026-10-13,6,STF010,11:00,12:30,ATT-C01,STF010,Fall 2026,35,Intro to Programming,3,Information Systems,Hassan Ibrahim,student18@bua.edu.eg,2,AI Engineering
EVT0000530,SESS00016,STU00020,2026-10-13 10:59:00,present,ATT-S001,TT0002,R02,2026-10-13,6,STF010,11:00,12:30,ATT-C01,STF010,Fall 2026,35,Intro to Programming,3,Information Systems,Yara Attia,student20@bua.edu.eg,1,Computer Science
EVT0000531,SESS00016,STU00023,2026-10-13 10:59:00,present,ATT-S001,TT0002,R02,2026-10-13,6,STF010,11:00,12:30,ATT-C01,STF010,Fall 2026,35,Intro to Programming,3,Information Systems,Malak Fathy,student23@bua.edu.eg,3,AI Engineering
EVT0000532,SESS00016,STU00024,,absent,ATT-S001,TT0002,R02,2026-10-13,6,STF010,11:00,12:30,ATT-C01,STF010,Fall 2026,35,Intro to Programming,3,Information Systems,Nada Gerges,student24@bua.edu.eg,3,Data Science
EVT0000533,SESS00016,STU00026,2026-10-13 11:02:00,present,ATT-S001,TT0002,R02,2026-10-13,6,STF010,11:00,12:30,ATT-C01,STF010,Fall 2026,35,Intro to Programming,3,Information Systems,Ahmed Ghaly,student26@bua.edu.eg,3,Information Systems
EVT0000534,SESS00016,STU00029,2026-10-13 11:05:00,present,ATT-S001,TT0002,R02,2026-10-13,6,STF010,11:00,12:30,ATT-C01,STF010,Fall 2026,35,Intro to Programming,3,Information Systems,George Nasser,student29@bua.edu.eg,3,Computer Science
EVT0000535,SESS00016,STU00030,2026-10-13 11:22:00,late,ATT-S001,TT0002,R02,2026-10-13,6,STF010,11:00,12:30,ATT-C01,STF010,Fall 2026,35,Intro to Programming,3,Information Systems,Hana Rizk,student30@bua.edu.eg,1,AI Engineering
EVT0000536,SESS00016,STU00042,2026-10-13 11:00:00,present,ATT-S001,TT0002,R02,2026-10-13,6,STF010,11:00,12:30,ATT-C01,STF010,Fall 2026,35,Intro to Programming,3,Information Systems,Basel Ibrahim,student42@bua.edu.eg,4,AI Engineering
EVT0000537,SESS00016,STU00047,2026-10-13 10:57:00,present,ATT-S001,TT0002,R02,2026-10-13,6,STF010,11:00,12:30,ATT-C01,STF010,Fall 2026,35,Intro to Programming,3,Information Systems,Nour Anwar,student47@bua.edu.eg,1,Information Systems
EVT0000538,SESS00016,STU00049,2026-10-13 10:57:00,present,ATT-S001,TT0002,R02,2026-10-13,6,STF010,11:00,12:30,ATT-C01,STF010,Fall 2026,35,Intro to Programming,3,Information Systems,Nour Rizk,student49@bua.edu.eg,3,Information Systems
EVT0000539,SESS00016,STU00050,2026-10-13 11:12:00,present,ATT-S001,TT0002,R02,2026-10-13,6,STF010,11:00,12:30,ATT-C01,STF010,Fall 2026,35,Intro to Programming,3,Information Systems,George Ghaly,student50@bua.edu.eg,4,Data Science
EVT0000540,SESS00016,STU00053,2026-10-13 11:01:00,present,ATT-S001,TT0002,R02,2026-10-13,6,STF010,11:00,12:30,ATT-C01,STF010,Fall 2026,35,Intro to Programming,3,Information Systems,Dina Hanna,student53@bua.edu.eg,3,AI Engineering
EVT0000541,SESS00016,STU00057,2026-10-13 10:58:00,present,ATT-S001,TT0002,R02,2026-10-13,6,STF010,11:00,12:30,ATT-C01,STF010,Fall 2026,35,Intro to Programming,3,Information Systems,Hana Fathy,student57@bua.edu.eg,4,Data Science
EVT0000542,SESS00016,STU00058,2026-10-13 11:10:00,present,ATT-S001,TT0002,R02,2026-10-13,6,STF010,11:00,12:30,ATT-C01,STF010,Fall 2026,35,Intro to Programming,3,Information Systems,Farida Wahba,student58@bua.edu.eg,3,AI Engineering
EVT0000543,SESS00016,STU00060,2026-10-13 11:04:00,present,ATT-S001,TT0002,R02,2026-10-13,6,STF010,11:00,12:30,ATT-C01,STF010,Fall 2026,35,Intro to Programming,3,Information Systems,Salma Kamel,student60@bua.edu.eg,3,Computer Science
